match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.67,15.447,1,114.0,W,CTL,D
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,15.0,1,1,2,0,0,0,0,15,0,1,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552,0.911,1,131.0,C,CTL,
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,29.0,1,1,3,0,0,0,0,30,0,1,1,2,2,1,0,0,0,0,0,1,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.678,23.801,6,132.0,C,CTL,D
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,57.0,1,1,4,0,0,0,0,30,15,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,127.0,,,
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,73.0,1,1,5,0,0,0,0,40,15,1,2,1,4,1,1,0,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,29.48,39.243,7,99.0,BC,NCTL,D
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,151.0,1,2,6,0,0,1,0,0,0,2,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.372,0.556,1,125.0,C,NCTL,
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,173.0,1,2,7,0,0,1,0,0,15,2,1,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.986,29.908,9,123.0,BW,NCTL,ND
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,208.0,1,2,8,0,0,1,0,0,30,2,1,2,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,1.393,1,113.0,W,CTL,
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,230.0,1,2,9,0,0,1,0,0,40,2,1,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.213,10.1,1,123.0,W,NCTL,D
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,256.0,1,3,10,0,0,1,1,0,0,1,1,2,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.415,7.467,2,120.0,BW,NCTL,D
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,275.0,1,3,11,0,0,1,1,0,15,1,1,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.384,10.759,1,132.0,C,CTL,D
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,293.0,1,3,12,0,0,1,1,15,15,1,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.452,3.667,1,124.0,W,CTL,
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,311.0,1,3,13,0,0,1,1,30,15,1,1,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,135.0,,,
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,327.0,1,3,14,0,0,1,1,40,15,1,1,2,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.037,15.59,2,132.0,B,NCTL,
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,351.0,1,3,15,0,0,1,1,40,30,1,1,1,8,7,1,0,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,26.357,50.482,7,135.0,BW,NCTL,ND
