match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,0.0,1,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.73,5.834,1,102.0,B,NCTL,ND
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,54.0,1,1,2,0,0,0,0,15,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.427,19.436,4,127.0,B,NCTL,D
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,85.0,1,1,3,0,0,0,0,15,15,1,2,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.596,8.51,2,102.0,B,NCTL,D
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,131.0,1,1,4,0,0,0,0,15,30,1,1,1,2,2,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.03,43.953,11,121.0,BC,NCTL,D
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,175.0,1,1,5,0,0,0,0,30,30,1,2,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,24.027,35.431,6,105.0,BC,CTL,D
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,227.0,1,1,6,0,0,0,0,30,40,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.85,8.159,1,132.0,W,NCTL,ND
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,258.0,1,1,7,0,0,0,0,40,40,1,1,1,4,3,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.146,26.369,7,113.0,B,CTL,ND
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,299.0,1,1,8,0,0,0,0,AD,40,1,1,1,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.097,17.608,5,118.0,BC,NCTL,ND
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,379.0,1,2,9,0,0,1,0,0,0,2,2,2,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.495,8.964,3,105.0,BC,NCTL,D
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,413.0,1,2,10,0,0,1,0,0,15,2,2,1,6,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8.039,8.862,0,,W,CTL,ND
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,447.0,1,2,11,0,0,1,0,15,15,2,1,2,6,5,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,26.316,19.062,5,117.0,W,NCTL,ND
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,483.0,1,2,12,0,0,1,0,15,30,2,1,2,6,6,0,0,0,0,0,1,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42.649,38.293,11,130.0,W,CTL,D
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,525.0,1,2,13,0,0,1,0,15,40,2,2,2,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.448,2.811,1,112.0,W,CTL,D
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,589.0,1,3,14,0,0,1,1,0,0,1,2,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.636,3.596,1,107.0,BC,NCTL,D
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,627.0,1,3,15,0,0,1,1,15,0,1,1,1,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.204,4.7,1,125.0,C,NCTL,ND
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,652.0,1,3,16,0,0,1,1,30,0,1,1,1,9,7,0,0,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17.551,28.756,5,111.0,BW,NCTL,ND
